Datetime,Storm_Status,Latitude,Longitude,Max_Wind,Min_Pressure,Radius_Max_Wind
20210820, TS, 29.7N,  72.0W,55.0,997.0,30.0
20210820, TS, 29.9N,  72.9W,55.0,995.0,30.0
20210820, TS, 30.1N,  73.6W,55.0,995.0,30.0
20210820, TS, 30.8N,  73.8W,60.0,994.0,30.0
20210821, TS, 31.6N,  73.7W,60.0,993.0,30.0
20210821, TS, 32.5N,  73.4W,60.0,993.0,30.0
20210821, HU, 33.6N,  72.7W,65.0,991.0,30.0
20210821, HU, 35.4N,  71.8W,65.0,990.0,30.0
20210822, HU, 37.6N,  70.9W,65.0,988.0,25.0
20210822, HU, 39.4N,  71.0W,65.0,986.0,25.0
20210822, TS, 40.7N,  71.3W,55.0,986.0,25.0
20210822, TS, 41.2N,  71.6W,55.0,987.0,25.0
20210822, TS, 41.3N,  71.8W,55.0,988.0,25.0
20210822, TS, 41.5N,  72.0W,40.0,991.0,25.0
20210823, TD, 41.8N,  73.0W,30.0,1000.0,30.0
20210823, TD, 41.7N,  74.4W,25.0,1005.0,30.0
20210823, TD, 41.6N,  74.2W,25.0,1005.0,30.0
20210823, LO, 41.5N,  73.8W,25.0,1005.0,30.0
20210824, LO, 41.4N,  72.7W,20.0,1006.0,30.0
20210824, LO, 41.9N,  71.2W,20.0,1006.0,30.0
20210824, LO, 42.2N,  69.6W,20.0,1007.0,30.0
20210824, LO, 42.3N,  67.3W,25.0,1008.0,30.0
20210826, TD, 16.5N,  78.9W,30.0,1006.0,60.0
20210826, TS, 17.4N,  79.5W,35.0,1006.0,50.0
20210827, TS, 18.3N,  80.2W,40.0,1004.0,50.0
20210827, TS, 19.4N,  80.9W,45.0,1002.0,40.0
20210827, TS, 20.4N,  81.7W,55.0,996.0,30.0
20210827, HU, 21.5N,  82.6W,70.0,987.0,20.0
20210827, HU, 22.4N,  83.2W,70.0,988.0,20.0
20210828, HU, 22.6N,  83.5W,70.0,989.0,20.0
20210828, HU, 23.5N,  84.7W,70.0,987.0,20.0
20210828, HU, 24.4N,  85.7W,70.0,986.0,20.0
20210828, HU, 25.6N,  86.6W,80.0,976.0,20.0
20210829, HU, 26.7N,  87.6W,90.0,967.0,20.0
20210829, HU, 27.6N,  88.7W,115.0,950.0,15.0
20210829, HU, 28.5N,  89.6W,130.0,929.0,10.0
20210829, HU, 29.1N,  90.2W,130.0,931.0,10.0
20210829, HU, 29.2N,  90.4W,125.0,932.0,10.0
20210830, HU, 29.9N,  90.6W,105.0,944.0,10.0
20210830, HU, 30.6N,  90.8W,65.0,978.0,30.0
20210830, TS, 31.5N,  90.9W,40.0,992.0,40.0
20210830, TS, 32.2N,  90.5W,35.0,996.0,80.0
20210831, TD, 33.0N,  90.0W,30.0,996.0,250.0
20210831, TD, 33.8N,  89.4W,25.0,996.0,210.0
20210831, TD, 34.4N,  88.4W,25.0,996.0,250.0
20210831, TD, 35.1N,  87.1W,20.0,999.0,250.0
20210901, TD, 35.8N,  85.5W,20.0,1000.0,270.0
20210901, TD, 36.7N,  83.6W,20.0,1000.0,270.0
20210901, EX, 37.7N,  81.5W,25.0,1000.0,300.0
20210901, EX, 39.0N,  78.5W,30.0,999.0,210.0
20210902, EX, 39.8N,  75.6W,35.0,997.0,150.0
20210902, EX, 40.6N,  72.8W,40.0,997.0,150.0
20210902, EX, 41.4N,  69.7W,40.0,997.0,150.0
20210902, EX, 43.3N,  67.2W,40.0,996.0,150.0
20210903, EX, 45.4N,  64.7W,40.0,995.0,150.0
20210903, EX, 46.6N,  63.6W,45.0,992.0,120.0
20210903, EX, 47.5N,  62.7W,45.0,991.0,90.0
20210903, EX, 48.6N,  62.4W,45.0,992.0,90.0
20210904, EX, 48.8N,  63.1W,45.0,992.0,90.0
20210904, EX, 48.7N,  63.9W,40.0,992.0,90.0
20210904, EX, 47.6N,  63.9W,35.0,996.0,90.0
20210904, EX, 46.6N,  63.5W,30.0,999.0,90.0
20210827, LO, 13.1N,  47.3W,25.0,1009.0,70.0
20210827, LO, 13.3N,  48.4W,25.0,1009.0,60.0
20210828, LO, 13.5N,  49.5W,25.0,1009.0,50.0
20210828, TD, 13.7N,  49.8W,30.0,1008.0,40.0
20210828, TD, 14.5N,  50.0W,30.0,1008.0,40.0
20210828, TD, 15.2N,  50.0W,30.0,1008.0,40.0
20210829, TD, 16.2N,  49.9W,30.0,1008.0,40.0
20210829, TD, 17.3N,  50.0W,30.0,1008.0,35.0
20210829, TD, 18.4N,  50.2W,30.0,1008.0,35.0
20210829, TD, 19.2N,  50.3W,30.0,1008.0,35.0
20210830, TD, 19.8N,  50.5W,30.0,1008.0,30.0
20210830, TS, 20.5N,  50.6W,35.0,1006.0,30.0
20210830, TS, 21.3N,  50.8W,40.0,1004.0,25.0
20210830, TS, 22.1N,  50.9W,35.0,1006.0,30.0
20210831, TS, 22.6N,  50.9W,35.0,1006.0,35.0
20210831, TS, 22.8N,  50.9W,35.0,1006.0,40.0
20210831, TD, 23.2N,  50.9W,30.0,1007.0,40.0
20210831, TD, 23.9N,  50.9W,30.0,1007.0,40.0
20210901, TD, 24.6N,  51.2W,30.0,1007.0,40.0
20210901, TD, 25.3N,  51.5W,30.0,1008.0,45.0
20210901, TD, 26.6N,  52.3W,30.0,1009.0,45.0
20210828, LO, 32.1N,  51.7W,25.0,1010.0,50.0
20210828, TD, 32.2N,  51.0W,30.0,1008.0,50.0
20210829, TD, 32.6N,  50.1W,30.0,1006.0,50.0
20210829, TS, 33.5N,  49.3W,35.0,1003.0,40.0
20210829, TS, 34.5N,  47.8W,45.0,997.0,30.0
20210829, TS, 35.9N,  45.7W,50.0,995.0,25.0
20210830, TS, 37.1N,  42.6W,50.0,994.0,20.0
20210830, TS, 38.9N,  40.0W,50.0,993.0,20.0
20210830, EX, 40.6N,  37.9W,50.0,993.0,25.0
20210830, EX, 42.5N,  36.0W,45.0,995.0,30.0
20210831, EX, 44.8N,  35.1W,45.0,997.0,40.0
20210831, EX, 47.5N,  34.5W,45.0,999.0,60.0
20210831, EX, 50.5N,  35.5W,45.0,1000.0,70.0
20210831, TD, 11.5N,  20.6W,30.0,1006.0,50.0
20210901, TS, 11.9N,  22.5W,35.0,1005.0,45.0
20210901, TS, 12.2N,  24.5W,40.0,1004.0,40.0
20210901, TS, 12.4N,  26.5W,45.0,1003.0,30.0
20210901, TS, 12.5N,  28.4W,55.0,999.0,20.0
20210902, TS, 12.7N,  30.0W,60.0,996.0,20.0
20210902, HU, 13.0N,  31.6W,65.0,991.0,15.0
20210902, HU, 13.3N,  33.3W,70.0,987.0,15.0
20210902, HU, 13.6N,  35.0W,70.0,987.0,20.0
20210903, HU, 13.9N,  36.7W,75.0,985.0,20.0
20210903, HU, 14.1N,  38.4W,80.0,983.0,20.0
20210903, HU, 14.4N,  40.0W,80.0,980.0,20.0
20210903, HU, 14.7N,  41.4W,90.0,973.0,20.0
20210904, HU, 15.2N,  42.7W,100.0,964.0,20.0
20210904, HU, 15.8N,  44.0W,110.0,956.0,20.0
20210904, HU, 16.4N,  45.3W,110.0,956.0,25.0
20210904, HU, 17.0N,  46.5W,105.0,958.0,30.0
20210905, HU, 17.7N,  47.5W,105.0,958.0,30.0
20210905, HU, 18.4N,  48.5W,105.0,958.0,30.0
20210905, HU, 19.2N,  49.4W,110.0,953.0,30.0
20210905, HU, 20.0N,  50.3W,110.0,953.0,30.0
20210906, HU, 20.7N,  51.2W,110.0,953.0,40.0
20210906, HU, 21.2N,  52.0W,105.0,956.0,40.0
20210906, HU, 21.6N,  52.7W,105.0,956.0,40.0
20210906, HU, 22.1N,  53.5W,105.0,956.0,40.0
20210907, HU, 22.7N,  54.2W,105.0,956.0,40.0
20210907, HU, 23.3N,  54.8W,100.0,960.0,40.0
20210907, HU, 24.0N,  55.4W,95.0,963.0,40.0
20210907, HU, 24.7N,  56.0W,95.0,965.0,40.0
20210908, HU, 25.4N,  56.5W,95.0,966.0,40.0
20210908, HU, 26.2N,  57.1W,95.0,966.0,50.0
20210908, HU, 27.2N,  57.9W,90.0,966.0,50.0
20210908, HU, 28.2N,  58.9W,90.0,967.0,60.0
20210909, HU, 29.1N,  59.9W,85.0,968.0,60.0
20210909, HU, 30.1N,  60.8W,80.0,968.0,60.0
20210909, HU, 31.3N,  61.5W,80.0,966.0,60.0
20210909, HU, 32.8N,  62.1W,80.0,966.0,60.0
20210910, HU, 34.4N,  62.3W,80.0,966.0,60.0
20210910, HU, 36.5N,  62.2W,75.0,964.0,60.0
20210910, HU, 38.9N,  61.1W,70.0,961.0,60.0
20210910, HU, 41.9N,  59.5W,70.0,958.0,70.0
20210911, HU, 45.1N,  56.6W,70.0,958.0,70.0
20210911, HU, 47.3N,  54.6W,70.0,958.0,70.0
20210911, HU, 48.8N,  53.3W,65.0,959.0,70.0
20210911, EX, 52.5N,  49.7W,60.0,963.0,70.0
20210911, EX, 55.3N,  46.8W,55.0,967.0,70.0
20210908, TS, 28.4N,  86.8W,35.0,1006.0,30.0
20210909, TS, 29.5N,  85.4W,45.0,1001.0,30.0
20210909, TS, 29.7N,  85.1W,50.0,1000.0,30.0
20210909, TS, 30.5N,  83.9W,35.0,1001.0,30.0
20210909, TD, 31.2N,  81.8W,30.0,1005.0,40.0
20210909, TD, 31.7N,  79.4W,30.0,1005.0,40.0
20210910, LO, 32.1N,  76.8W,30.0,1005.0,40.0
20210910, LO, 32.6N,  74.0W,30.0,1005.0,40.0
20210910, LO, 33.2N,  71.8W,30.0,1005.0,40.0
20210910, LO, 33.7N,  69.8W,30.0,1006.0,40.0
20210912, TS, 21.0N,  95.2W,35.0,1008.0,80.0
20210912, TS, 22.4N,  95.6W,35.0,1008.0,80.0
20210913, TS, 23.7N,  96.1W,40.0,1007.0,50.0
20210913, TS, 24.8N,  96.5W,50.0,1001.0,30.0
20210913, TS, 25.9N,  96.7W,50.0,1000.0,30.0
20210913, TS, 27.0N,  96.6W,55.0,998.0,30.0
20210914, HU, 28.0N,  96.2W,65.0,988.0,25.0
20210914, HU, 28.7N,  95.7W,65.0,991.0,20.0
20210914, HU, 28.8N,  95.7W,65.0,991.0,20.0
20210914, TS, 29.3N,  95.4W,50.0,999.0,50.0
20210914, TS, 29.6N,  94.9W,35.0,1003.0,80.0
20210915, TD, 29.9N,  94.4W,30.0,1003.0,80.0
20210915, TD, 30.2N,  93.8W,30.0,1004.0,100.0
20210915, TD, 30.3N,  93.1W,25.0,1006.0,100.0
20210915, LO, 30.2N,  92.4W,25.0,1006.0,100.0
20210916, LO, 29.9N,  91.8W,25.0,1006.0,100.0
20210916, LO, 29.3N,  91.6W,20.0,1007.0,100.0
20210916, LO, 29.7N,  91.7W,20.0,1007.0,100.0
20210916, LO, 29.9N,  92.2W,20.0,1009.0,100.0
20210917, LO, 30.3N,  92.6W,15.0,1009.0,100.0
20210917, LO, 30.8N,  93.0W,15.0,1010.0,100.0
20210916, LO, 30.4N,  74.3W,30.0,1011.0,120.0
20210916, LO, 31.4N,  74.8W,30.0,1011.0,120.0
20210916, LO, 32.3N,  75.2W,30.0,1011.0,120.0
20210917, LO, 33.3N,  75.3W,30.0,1011.0,120.0
20210917, LO, 34.1N,  74.9W,30.0,1011.0,120.0
20210917, LO, 35.0N,  73.9W,30.0,1011.0,100.0
20210917, TS, 35.9N,  72.7W,35.0,1010.0,80.0
20210918, TS, 36.8N,  71.4W,40.0,1008.0,90.0
20210918, TS, 37.6N,  70.1W,40.0,1005.0,90.0
20210918, EX, 38.3N,  68.3W,40.0,1002.0,90.0
20210918, EX, 38.7N,  66.2W,40.0,1001.0,120.0
20210919, EX, 39.2N,  64.1W,45.0,999.0,120.0
20210919, EX, 39.9N,  61.9W,45.0,997.0,120.0
20210919, EX, 41.1N,  59.4W,45.0,995.0,110.0
20210919, EX, 42.7N,  56.6W,50.0,992.0,90.0
20210920, EX, 44.1N,  54.1W,55.0,989.0,70.0
20210920, EX, 45.0N,  51.6W,55.0,989.0,70.0
20210920, EX, 44.7N,  49.7W,50.0,990.0,70.0
20210920, EX, 44.2N,  48.1W,50.0,993.0,60.0
20210921, EX, 43.2N,  46.6W,50.0,993.0,60.0
20210921, EX, 41.8N,  45.4W,50.0,995.0,60.0
20210921, EX, 40.4N,  43.8W,45.0,997.0,60.0
20210921, EX, 39.9N,  41.9W,45.0,997.0,60.0
20210922, EX, 40.2N,  40.1W,45.0,998.0,60.0
20210922, EX, 41.3N,  39.9W,45.0,999.0,60.0
20210922, EX, 42.4N,  40.2W,45.0,999.0,60.0
20210922, EX, 43.5N,  40.8W,40.0,1000.0,60.0
20210923, EX, 44.1N,  41.2W,40.0,1000.0,60.0
20210923, EX, 44.2N,  41.8W,40.0,1000.0,60.0
20210923, EX, 44.1N,  42.4W,40.0,1000.0,60.0
20210923, EX, 43.8N,  42.0W,35.0,1000.0,60.0
20210924, EX, 44.1N,  41.4W,35.0,1001.0,60.0
20210924, EX, 44.1N,  41.0W,35.0,1001.0,60.0
20210924, EX, 43.6N,  40.5W,35.0,1002.0,60.0
20210924, LO, 42.7N,  40.0W,35.0,1003.0,60.0
20210925, LO, 41.6N,  39.4W,35.0,1004.0,60.0
20210925, LO, 40.3N,  38.7W,35.0,1005.0,60.0
20210925, LO, 38.9N,  38.0W,35.0,1006.0,60.0
20210925, LO, 37.3N,  38.1W,35.0,1007.0,60.0
20210926, LO, 35.8N,  38.6W,35.0,1008.0,60.0
20210926, LO, 34.4N,  39.5W,30.0,1009.0,60.0
20210926, LO, 32.9N,  40.5W,30.0,1010.0,60.0
20210926, LO, 31.5N,  41.4W,30.0,1010.0,60.0
20210919, TD, 16.4N,  52.7W,30.0,1007.0,40.0
20210919, TS, 16.8N,  54.4W,35.0,1006.0,40.0
20210919, TS, 17.3N,  55.8W,40.0,1006.0,40.0
20210919, TS, 17.9N,  57.0W,45.0,1005.0,50.0
20210920, TS, 18.4N,  58.0W,45.0,1005.0,50.0
20210920, TS, 18.8N,  59.0W,45.0,1005.0,60.0
20210920, TS, 19.2N,  60.1W,45.0,1006.0,60.0
20210920, TS, 19.5N,  61.2W,45.0,1007.0,60.0
20210921, TS, 19.6N,  62.3W,45.0,1007.0,60.0
20210921, TS, 19.6N,  63.2W,40.0,1007.0,60.0
20210921, TS, 19.8N,  64.0W,35.0,1008.0,60.0
20210921, TD, 20.2N,  64.6W,30.0,1008.0,70.0
20210922, TD, 20.6N,  65.2W,30.0,1008.0,70.0
20210922, TD, 21.0N,  65.8W,30.0,1008.0,70.0
20210922, TD, 21.4N,  66.4W,30.0,1008.0,70.0
20210922, TD, 21.7N,  66.9W,30.0,1008.0,70.0
20210919, TD, 10.4N,  27.4W,30.0,1008.0,30.0
20210919, TD, 11.3N,  27.8W,30.0,1008.0,30.0
20210919, TD, 12.6N,  28.4W,30.0,1008.0,30.0
20210919, TS, 13.8N,  29.4W,35.0,1007.0,25.0
20210920, TS, 14.7N,  30.6W,35.0,1007.0,25.0
20210920, TS, 15.6N,  31.8W,35.0,1007.0,25.0
20210920, TS, 16.7N,  32.9W,35.0,1007.0,25.0
20210920, TS, 17.7N,  34.1W,40.0,1006.0,25.0
20210921, TS, 18.8N,  35.3W,50.0,1004.0,30.0
20210921, TS, 20.0N,  36.1W,40.0,1006.0,50.0
20210921, TS, 21.1N,  36.7W,35.0,1007.0,70.0
20210921, TS, 22.1N,  37.3W,35.0,1007.0,70.0
20210922, TS, 22.7N,  37.7W,35.0,1008.0,80.0
20210922, TD, 23.1N,  38.1W,30.0,1009.0,80.0
20210922, LO, 23.4N,  38.8W,30.0,1009.0,80.0
20210922, LO, 23.8N,  39.7W,30.0,1010.0,80.0
20210923, LO, 24.2N,  40.6W,30.0,1010.0,90.0
20210923, LO, 25.0N,  41.4W,30.0,1010.0,90.0
20210923, LO, 26.0N,  41.9W,25.0,1010.0,90.0
20210923, LO, 27.0N,  42.0W,25.0,1010.0,90.0
20210924, LO, 27.8N,  42.0W,25.0,1010.0,90.0
20210924, LO, 28.3N,  41.7W,25.0,1010.0,90.0
20210922, TD, 10.0N,  33.1W,30.0,1008.0,40.0
20210923, TD, 10.2N,  34.4W,30.0,1008.0,40.0
20210923, TS, 10.4N,  36.0W,35.0,1006.0,30.0
20210923, TS, 10.7N,  37.6W,45.0,1003.0,30.0
20210923, TS, 10.9N,  39.0W,50.0,1000.0,20.0
20210924, TS, 11.1N,  40.3W,60.0,997.0,15.0
20210924, HU, 11.4N,  41.6W,65.0,993.0,15.0
20210924, HU, 11.6N,  43.0W,65.0,993.0,15.0
20210924, HU, 11.9N,  44.3W,70.0,989.0,15.0
20210925, HU, 12.3N,  45.4W,85.0,982.0,10.0
20210925, HU, 12.6N,  46.3W,95.0,973.0,10.0
20210925, HU, 12.8N,  47.2W,105.0,960.0,10.0
20210925, HU, 13.1N,  48.1W,115.0,950.0,10.0
20210926, HU, 13.4N,  48.8W,130.0,943.0,10.0
20210926, HU, 13.6N,  49.4W,130.0,943.0,10.0
20210926, HU, 13.8N,  50.0W,130.0,939.0,10.0
20210926, HU, 14.1N,  50.3W,135.0,927.0,5.0
20210927, HU, 14.5N,  50.6W,130.0,940.0,10.0
20210927, HU, 15.0N,  51.1W,115.0,948.0,10.0
20210927, HU, 15.4N,  51.7W,105.0,955.0,10.0
20210927, HU, 15.9N,  52.3W,105.0,958.0,10.0
20210928, HU, 16.5N,  52.9W,105.0,955.0,15.0
20210928, HU, 16.9N,  53.5W,115.0,952.0,15.0
20210928, HU, 17.3N,  54.1W,115.0,952.0,15.0
20210928, HU, 17.7N,  54.7W,115.0,947.0,15.0
20210929, HU, 18.1N,  55.3W,115.0,947.0,15.0
20210929, HU, 18.6N,  55.9W,115.0,952.0,15.0
20210929, HU, 19.1N,  56.6W,115.0,952.0,15.0
20210929, HU, 19.7N,  57.3W,115.0,945.0,15.0
20210930, HU, 20.3N,  58.0W,125.0,940.0,15.0
20210930, HU, 21.0N,  58.8W,125.0,937.0,15.0
20210930, HU, 22.0N,  59.6W,125.0,937.0,15.0
20210930, HU, 23.0N,  60.4W,125.0,941.0,15.0
20211001, HU, 24.3N,  61.0W,125.0,938.0,15.0
20211001, HU, 25.8N,  61.6W,130.0,936.0,15.0
20211001, HU, 27.4N,  61.9W,130.0,936.0,15.0
20211001, HU, 29.2N,  61.9W,130.0,937.0,20.0
20211002, HU, 30.8N,  61.5W,125.0,940.0,20.0
20211002, HU, 32.1N,  61.0W,120.0,945.0,20.0
20211002, HU, 33.4N,  60.1W,115.0,948.0,20.0
20211002, HU, 34.7N,  59.1W,110.0,950.0,20.0
20211003, HU, 35.8N,  57.9W,100.0,954.0,20.0
20211003, HU, 36.7N,  56.6W,90.0,960.0,20.0
20211003, HU, 37.3N,  55.4W,85.0,964.0,20.0
20211003, HU, 38.0N,  53.9W,85.0,964.0,20.0
20211004, HU, 38.7N,  52.2W,90.0,957.0,20.0
20211004, HU, 39.9N,  49.9W,90.0,957.0,20.0
20211004, HU, 41.4N,  47.1W,85.0,960.0,20.0
20211004, HU, 43.8N,  43.6W,80.0,965.0,40.0
20211005, HU, 46.5N,  40.5W,75.0,965.0,40.0
20211005, EX, 49.4N,  39.7W,70.0,965.0,40.0
20211005, EX, 52.2N,  39.6W,65.0,966.0,40.0
20211005, EX, 50.6N,  42.1W,65.0,966.0,40.0
20211006, EX, 49.9N,  38.9W,60.0,967.0,40.0
20211006, EX, 50.5N,  35.5W,55.0,968.0,40.0
20211006, EX, 51.5N,  32.4W,50.0,969.0,40.0
20211006, EX, 53.1N,  29.0W,45.0,971.0,40.0
20211007, EX, 55.2N,  25.4W,45.0,973.0,60.0
20211007, EX, 58.1N,  22.3W,40.0,976.0,80.0
20210924, SD, 31.4N,  62.0W,30.0,1011.0,80.0
20210924, SS, 32.8N,  62.9W,35.0,1010.0,80.0
20210924, SS, 33.6N,  64.1W,40.0,1008.0,80.0
20210925, SS, 34.1N,  65.0W,40.0,1008.0,80.0
20210925, SS, 34.3N,  65.5W,35.0,1009.0,90.0
20210925, SD, 34.3N,  65.2W,30.0,1010.0,90.0
20210925, LO, 34.3N,  64.5W,30.0,1010.0,100.0
20210926, LO, 34.7N,  63.9W,30.0,1010.0,100.0
20210926, LO, 35.2N,  63.2W,30.0,1010.0,100.0
20210926, LO, 35.6N,  61.8W,25.0,1011.0,100.0
20210929, LO,  7.0N,  22.0W,30.0,1008.0,50.0
20210929, LO,  7.4N,  23.0W,30.0,1007.0,50.0
20210929, TD,  7.8N,  24.1W,30.0,1006.0,50.0
20210929, TS,  8.1N,  25.1W,35.0,1005.0,40.0
20210930, TS,  8.3N,  26.0W,35.0,1005.0,40.0
20210930, TS,  8.7N,  27.1W,40.0,1004.0,40.0
20210930, TS,  9.2N,  28.4W,40.0,1003.0,40.0
20210930, TS,  9.8N,  29.5W,45.0,1001.0,40.0
20211001, TS, 10.5N,  30.6W,50.0,999.0,40.0
20211001, TS, 11.0N,  31.8W,50.0,998.0,40.0
20211001, TS, 11.4N,  33.0W,55.0,997.0,40.0
20211001, TS, 11.8N,  33.9W,55.0,997.0,45.0
20211002, TS, 12.1N,  34.9W,50.0,999.0,50.0
20211002, TS, 12.5N,  35.8W,45.0,1001.0,50.0
20211002, TS, 12.7N,  36.7W,35.0,1005.0,60.0
20211002, TD, 13.5N,  37.7W,30.0,1007.0,60.0
20211003, TD, 14.4N,  38.4W,30.0,1007.0,60.0
20211003, TD, 15.1N,  39.2W,30.0,1007.0,60.0
20211003, TD, 15.7N,  40.0W,30.0,1007.0,60.0
20211003, TD, 16.5N,  41.0W,30.0,1007.0,70.0
20211004, TD, 17.2N,  42.1W,30.0,1007.0,70.0
20211004, TD, 17.8N,  43.1W,25.0,1009.0,70.0
20211025, EX, 32.5N,  76.3W,35.0,1006.0,40.0
20211026, EX, 34.2N,  74.1W,45.0,1002.0,60.0
20211026, EX, 35.9N,  71.3W,45.0,996.0,60.0
20211026, EX, 37.7N,  69.1W,50.0,992.0,60.0
20211026, EX, 39.5N,  68.2W,55.0,984.0,70.0
20211027, EX, 40.8N,  67.6W,60.0,979.0,80.0
20211027, EX, 41.4N,  69.4W,60.0,973.0,90.0
20211027, EX, 39.9N,  70.1W,55.0,976.0,100.0
20211027, EX, 38.7N,  68.5W,50.0,980.0,100.0
20211028, EX, 39.0N,  65.9W,45.0,981.0,200.0
20211028, EX, 39.4N,  63.9W,45.0,982.0,200.0
20211028, EX, 39.8N,  61.9W,45.0,982.0,200.0
20211028, EX, 40.2N,  59.8W,45.0,982.0,180.0
20211029, EX, 40.6N,  58.1W,45.0,982.0,150.0
20211029, EX, 40.7N,  56.8W,45.0,982.0,150.0
20211029, EX, 40.6N,  55.5W,45.0,981.0,150.0
20211029, EX, 40.4N,  54.0W,45.0,981.0,100.0
20211030, EX, 40.1N,  52.4W,45.0,982.0,60.0
20211030, EX, 39.4N,  51.2W,40.0,984.0,60.0
20211030, SS, 38.5N,  49.6W,40.0,986.0,60.0
20211030, SS, 37.5N,  47.8W,40.0,988.0,50.0
20211031, SS, 36.5N,  46.0W,45.0,987.0,40.0
20211031, SS, 36.6N,  44.2W,50.0,985.0,40.0
20211031, SS, 36.5N,  43.4W,50.0,983.0,40.0
20211031, SS, 36.4N,  43.5W,50.0,985.0,40.0
20211101, SS, 35.8N,  44.0W,45.0,989.0,35.0
20211101, SS, 34.8N,  44.2W,40.0,991.0,35.0
20211101, TS, 34.1N,  43.4W,40.0,993.0,35.0
20211101, TS, 34.1N,  42.6W,35.0,997.0,35.0
20211102, TS, 34.4N,  41.9W,35.0,997.0,35.0
20211102, TS, 34.9N,  41.3W,40.0,996.0,30.0
20211102, TS, 35.5N,  40.7W,40.0,996.0,25.0
20211102, TS, 36.2N,  40.5W,40.0,996.0,25.0
20211103, TS, 36.9N,  40.4W,40.0,996.0,25.0
20211103, TS, 37.6N,  40.2W,40.0,995.0,25.0
20211103, TS, 38.4N,  39.9W,40.0,994.0,30.0
20211103, TS, 39.3N,  39.7W,45.0,992.0,30.0
20211104, TS, 40.2N,  39.7W,45.0,992.0,35.0
20211104, TS, 41.0N,  39.7W,45.0,992.0,35.0
20211104, TS, 41.7N,  39.7W,40.0,994.0,35.0
20211104, TS, 42.1N,  39.6W,40.0,994.0,35.0
20211105, TS, 42.3N,  39.0W,45.0,992.0,40.0
20211105, TS, 42.0N,  38.3W,45.0,992.0,40.0
20211105, TS, 41.1N,  37.8W,45.0,993.0,40.0
20211105, TS, 39.6N,  37.5W,45.0,996.0,40.0
20211106, TS, 38.4N,  38.0W,45.0,999.0,40.0
20211106, TS, 37.6N,  38.3W,45.0,1000.0,35.0
20211106, TS, 37.2N,  38.4W,40.0,1001.0,35.0
20211106, TS, 37.1N,  38.0W,35.0,1002.0,35.0
20211107, TS, 37.4N,  37.4W,35.0,1003.0,40.0
20211107, TS, 38.1N,  36.4W,35.0,1004.0,45.0
20211107, LO, 39.2N,  34.9W,35.0,1006.0,50.0
20211107, LO, 40.9N,  32.8W,40.0,1006.0,50.0
20211108, LO, 43.2N,  29.7W,40.0,1006.0,40.0
20220602, DB, 21.3N,  87.5W,30.0,1004.0,80.0
20220603, DB, 21.6N,  87.3W,30.0,1003.0,80.0
20220603, DB, 21.9N,  87.1W,35.0,1003.0,80.0
20220603, DB, 22.2N,  86.9W,35.0,1003.0,120.0
20220603, DB, 22.8N,  86.3W,35.0,1003.0,180.0
20220604, DB, 23.9N,  85.1W,35.0,1003.0,180.0
20220604, DB, 25.0N,  83.7W,35.0,1003.0,180.0
20220604, DB, 26.2N,  82.0W,35.0,1002.0,150.0
20220604, DB, 27.2N,  80.4W,40.0,1001.0,120.0
20220605, TS, 28.0N,  78.8W,40.0,999.0,90.0
20220605, TS, 28.8N,  77.2W,45.0,995.0,80.0
20220605, TS, 29.9N,  75.0W,50.0,993.0,80.0
20220605, TS, 31.0N,  72.5W,60.0,985.0,60.0
20220606, TS, 32.1N,  70.2W,60.0,984.0,50.0
20220606, TS, 33.0N,  67.8W,55.0,987.0,50.0
20220606, LO, 33.8N,  65.2W,55.0,992.0,50.0
20220606, LO, 34.7N,  62.2W,50.0,994.0,50.0
20220627, DB,  8.3N,  50.5W,35.0,1009.0,120.0
20220628, DB,  8.7N,  52.2W,35.0,1009.0,120.0
20220628, DB,  9.1N,  54.2W,35.0,1009.0,120.0
20220628, DB,  9.6N,  56.5W,35.0,1009.0,110.0
20220628, DB, 10.2N,  58.9W,35.0,1009.0,100.0
20220629, DB, 10.7N,  61.6W,35.0,1009.0,90.0
20220629, DB, 11.1N,  64.0W,35.0,1009.0,80.0
20220629, DB, 11.4N,  66.2W,35.0,1009.0,80.0
20220629, DB, 11.7N,  68.0W,35.0,1009.0,80.0
20220630, DB, 11.9N,  69.7W,35.0,1009.0,80.0
20220630, DB, 12.0N,  71.4W,35.0,1009.0,70.0
20220630, DB, 12.0N,  73.1W,35.0,1008.0,60.0
20220630, DB, 12.0N,  74.9W,35.0,1007.0,60.0
20220701, DB, 11.9N,  76.7W,35.0,1005.0,50.0
20220701, TS, 11.6N,  78.5W,35.0,1005.0,50.0
20220701, TS, 11.3N,  80.2W,35.0,1005.0,40.0
20220701, TS, 11.2N,  81.8W,40.0,1004.0,30.0
20220702, TS, 10.9N,  83.1W,50.0,996.0,10.0
20220702, TS, 11.0N,  83.8W,50.0,996.0,10.0
20220702, TS, 11.1N,  84.5W,40.0,1000.0,20.0
20220702, TS, 11.2N,  85.9W,35.0,1002.0,30.0
20220702, TS, 11.2N,  87.4W,45.0,999.0,20.0
20220703, TS, 11.2N,  88.9W,50.0,997.0,20.0
20220703, TS, 11.5N,  90.4W,50.0,997.0,20.0
20220703, TS, 11.8N,  91.9W,55.0,995.0,20.0
20220703, TS, 12.2N,  93.4W,60.0,993.0,15.0
20220704, HU, 12.9N,  94.9W,65.0,989.0,15.0
