Datetime,Storm_Status,Latitude,Longitude,Max_Wind,Min_Pressure,Radius_Max_Wind
20220704, HU, 13.4N,  96.6W,70.0,987.0,15.0
20220704, HU, 13.6N,  98.2W,75.0,984.0,15.0
20220704, HU, 13.8N,  99.6W,85.0,978.0,10.0
20220705, HU, 14.4N, 100.9W,90.0,974.0,10.0
20220705, HU, 14.9N, 102.4W,95.0,968.0,5.0
20220705, HU, 15.1N, 103.8W,100.0,964.0,5.0
20220705, HU, 15.4N, 105.1W,95.0,967.0,5.0
20220706, HU, 15.6N, 106.4W,90.0,970.0,5.0
20220706, HU, 15.8N, 107.6W,85.0,974.0,20.0
20220706, HU, 16.0N, 108.5W,85.0,975.0,20.0
20220706, HU, 16.3N, 109.5W,85.0,975.0,20.0
20220707, HU, 16.6N, 110.6W,80.0,980.0,20.0
20220707, HU, 16.9N, 111.8W,80.0,980.0,20.0
20220707, HU, 17.2N, 113.1W,80.0,980.0,15.0
20220707, HU, 17.5N, 114.5W,85.0,976.0,15.0
20220708, HU, 17.8N, 116.1W,85.0,976.0,15.0
20220708, HU, 18.0N, 117.7W,75.0,982.0,15.0
20220708, HU, 18.2N, 119.3W,65.0,989.0,15.0
20220708, TS, 18.6N, 121.0W,55.0,998.0,20.0
20220709, TS, 19.0N, 122.8W,50.0,1001.0,20.0
20220709, TS, 19.2N, 124.7W,45.0,1002.0,20.0
20220709, TS, 19.4N, 126.6W,40.0,1005.0,20.0
20220709, LO, 19.5N, 128.6W,40.0,1008.0,25.0
20220710, LO, 19.6N, 130.5W,35.0,1008.0,25.0
20220710, LO, 19.5N, 132.3W,35.0,1008.0,25.0
20220710, LO, 19.4N, 134.0W,30.0,1008.0,25.0
20220710, LO, 19.4N, 135.5W,25.0,1010.0,25.0
20220711, LO, 19.4N, 136.9W,25.0,1010.0,25.0
20220701, TD, 31.8N,  80.5W,30.0,1014.0,50.0
20220701, TS, 32.4N,  80.5W,35.0,1011.0,50.0
20220702, TS, 32.5N,  80.4W,35.0,1011.0,50.0
20220702, TS, 33.0N,  79.9W,35.0,1011.0,50.0
20220702, TS, 33.4N,  79.4W,35.0,1011.0,50.0
20220702, TD, 33.8N,  78.9W,30.0,1015.0,50.0
20220831, LO, 37.5N,  46.6W,25.0,1016.0,60.0
20220831, LO, 37.8N,  46.1W,25.0,1015.0,50.0
20220901, LO, 38.0N,  45.6W,25.0,1014.0,45.0
20220901, TD, 38.1N,  45.2W,30.0,1011.0,35.0
20220901, TS, 38.1N,  44.8W,35.0,1007.0,30.0
20220901, TS, 38.0N,  44.4W,45.0,1002.0,25.0
20220902, TS, 37.9N,  44.1W,55.0,996.0,20.0
20220902, TS, 37.8N,  43.8W,60.0,990.0,15.0
20220902, HU, 37.8N,  43.6W,65.0,986.0,15.0
20220902, HU, 37.9N,  43.5W,65.0,985.0,15.0
20220903, HU, 38.0N,  43.6W,65.0,986.0,15.0
20220903, TS, 38.0N,  43.8W,60.0,989.0,20.0
20220903, TS, 38.0N,  44.2W,60.0,989.0,20.0
20220903, TS, 38.0N,  44.6W,60.0,989.0,25.0
20220904, HU, 37.9N,  45.0W,65.0,986.0,25.0
20220904, HU, 37.9N,  45.3W,70.0,982.0,30.0
20220904, HU, 38.1N,  45.4W,70.0,979.0,35.0
20220904, HU, 38.4N,  45.2W,75.0,976.0,40.0
20220905, HU, 38.7N,  45.0W,75.0,975.0,40.0
20220905, HU, 39.2N,  44.6W,75.0,975.0,40.0
20220905, HU, 39.9N,  44.1W,75.0,975.0,40.0
20220905, HU, 40.6N,  43.6W,75.0,976.0,40.0
20220906, HU, 41.3N,  43.1W,70.0,980.0,45.0
20220906, HU, 41.8N,  42.5W,65.0,982.0,45.0
20220906, HU, 42.1N,  41.8W,65.0,982.0,50.0
20220906, HU, 42.3N,  41.0W,65.0,980.0,55.0
20220907, HU, 42.5N,  39.9W,65.0,978.0,60.0
20220907, HU, 42.9N,  38.6W,70.0,974.0,60.0
20220907, HU, 43.5N,  37.2W,70.0,972.0,60.0
20220907, HU, 44.4N,  35.6W,70.0,972.0,60.0
20220908, HU, 45.3N,  33.9W,65.0,973.0,60.0
20220908, TS, 46.2N,  32.4W,60.0,974.0,60.0
20220908, EX, 47.3N,  31.4W,55.0,975.0,60.0
20220908, EX, 48.5N,  30.8W,55.0,975.0,60.0
20220909, EX, 49.8N,  30.5W,55.0,975.0,60.0
20220909, EX, 51.0N,  31.1W,50.0,976.0,60.0
20220909, EX, 51.1N,  33.2W,50.0,977.0,60.0
20220909, EX, 49.8N,  34.8W,45.0,979.0,60.0
20220910, EX, 47.8N,  34.1W,45.0,983.0,60.0
20220910, EX, 46.1N,  31.2W,45.0,985.0,60.0
20220910, EX, 45.2N,  28.0W,40.0,987.0,60.0
20220910, EX, 44.7N,  26.1W,40.0,988.0,60.0
20220911, EX, 43.9N,  24.7W,40.0,990.0,60.0
20220911, EX, 42.7N,  23.4W,35.0,991.0,60.0
20220911, EX, 41.2N,  21.9W,35.0,992.0,60.0
20220911, EX, 40.1N,  20.4W,35.0,993.0,50.0
20220912, EX, 39.1N,  18.8W,35.0,994.0,50.0
20220912, EX, 38.4N,  17.0W,35.0,994.0,40.0
20220912, EX, 38.6N,  15.0W,35.0,994.0,40.0
20220912, EX, 39.4N,  12.7W,35.0,993.0,40.0
20220913, EX, 40.8N,  11.2W,35.0,992.0,40.0
20220913, EX, 42.5N,  10.6W,35.0,992.0,40.0
20220913, EX, 43.3N,  10.7W,35.0,993.0,40.0
20220913, EX, 43.6N,  11.3W,35.0,994.0,40.0
20220914, EX, 43.3N,  11.4W,30.0,996.0,30.0
20220914, EX, 43.0N,  11.2W,25.0,998.0,30.0
20220914, EX, 42.7N,  10.9W,25.0,1000.0,30.0
20220914, EX, 42.5N,  10.4W,25.0,1003.0,30.0
20220915, EX, 42.2N,  10.1W,25.0,1006.0,30.0
20220915, EX, 41.6N,  10.0W,25.0,1008.0,30.0
20220915, EX, 40.9N,  10.1W,20.0,1010.0,30.0
20220915, EX, 40.2N,  10.3W,20.0,1012.0,30.0
20220902, TS, 17.9N,  58.6W,35.0,1006.0,60.0
20220903, TS, 18.3N,  59.8W,40.0,1005.0,90.0
20220903, TS, 18.6N,  60.9W,40.0,1004.0,90.0
20220903, TS, 18.9N,  61.9W,40.0,1002.0,90.0
20220903, TS, 19.2N,  62.9W,45.0,999.0,60.0
20220904, TS, 19.4N,  63.6W,45.0,999.0,40.0
20220904, TS, 19.5N,  64.1W,45.0,999.0,40.0
20220904, TS, 19.8N,  64.6W,45.0,999.0,40.0
20220904, TS, 20.0N,  65.0W,50.0,998.0,40.0
20220905, TS, 20.3N,  65.3W,50.0,998.0,50.0
20220905, TS, 20.8N,  65.4W,55.0,998.0,50.0
20220905, TS, 21.5N,  65.2W,55.0,998.0,50.0
20220905, TS, 22.0N,  65.2W,60.0,997.0,40.0
20220906, TS, 22.5N,  65.2W,60.0,991.0,30.0
20220906, TS, 23.1N,  65.3W,55.0,995.0,30.0
20220906, TS, 23.5N,  65.7W,55.0,996.0,30.0
20220906, HU, 23.9N,  65.7W,65.0,994.0,30.0
20220907, HU, 24.5N,  65.8W,70.0,985.0,30.0
20220907, HU, 25.0N,  65.9W,75.0,982.0,30.0
20220907, HU, 25.4N,  65.8W,75.0,978.0,30.0
20220907, HU, 26.1N,  65.6W,80.0,974.0,35.0
20220908, HU, 26.8N,  65.5W,90.0,970.0,35.0
20220908, HU, 27.7N,  65.5W,90.0,969.0,35.0
20220908, HU, 28.7N,  65.3W,85.0,962.0,30.0
20220908, HU, 29.7N,  64.8W,80.0,962.0,30.0
20220909, HU, 30.6N,  64.3W,80.0,964.0,30.0
20220909, HU, 31.9N,  63.2W,80.0,963.0,40.0
20220909, HU, 33.4N,  61.9W,85.0,961.0,40.0
20220909, HU, 34.9N,  59.8W,90.0,954.0,40.0
20220910, HU, 37.1N,  56.8W,95.0,948.0,40.0
20220910, HU, 40.0N,  54.3W,90.0,955.0,45.0
20220910, HU, 42.4N,  53.3W,80.0,964.0,45.0
20220910, EX, 43.3N,  52.8W,70.0,967.0,60.0
20220911, EX, 43.3N,  52.6W,60.0,968.0,60.0
20220911, EX, 43.8N,  52.2W,55.0,970.0,60.0
20220911, EX, 44.2N,  52.0W,50.0,974.0,60.0
20220911, EX, 44.3N,  51.9W,45.0,974.0,60.0
20220912, EX, 44.2N,  51.9W,45.0,974.0,90.0
20220912, EX, 44.3N,  52.1W,40.0,978.0,90.0
20220912, EX, 43.9N,  51.9W,40.0,978.0,90.0
20220912, EX, 43.2N,  51.2W,35.0,981.0,90.0
20220913, EX, 42.9N,  48.3W,35.0,981.0,90.0
20220913, EX, 43.0N,  46.8W,35.0,985.0,90.0
20220913, EX, 43.4N,  45.2W,35.0,989.0,90.0
20220913, EX, 44.3N,  43.7W,35.0,989.0,90.0
20220914, EX, 45.0N,  42.4W,35.0,990.0,120.0
20220914, EX, 45.4N,  41.6W,35.0,990.0,140.0
20220914, EX, 45.5N,  40.9W,35.0,990.0,140.0
20220914, EX, 45.3N,  40.5W,30.0,992.0,140.0
20220915, EX, 45.2N,  39.4W,30.0,994.0,140.0
20220915, EX, 45.2N,  37.7W,30.0,995.0,140.0
20220915, EX, 45.6N,  36.1W,30.0,996.0,140.0
20220914, TD, 16.0N,  47.9W,25.0,1010.0,70.0
20220914, TD, 16.4N,  49.1W,30.0,1009.0,60.0
20220914, TS, 16.6N,  50.1W,35.0,1006.0,50.0
20220915, TS, 16.6N,  51.3W,45.0,1002.0,50.0
20220915, TS, 16.5N,  52.4W,45.0,1002.0,50.0
20220915, TS, 16.4N,  53.6W,45.0,1002.0,50.0
20220915, TS, 16.3N,  54.8W,50.0,1006.0,30.0
20220916, TS, 16.1N,  56.2W,50.0,1005.0,30.0
20220916, TS, 15.8N,  57.5W,50.0,1005.0,30.0
20220916, TS, 15.8N,  58.8W,45.0,1005.0,40.0
20220916, TS, 16.3N,  60.4W,45.0,1005.0,40.0
20220916, TS, 16.4N,  61.4W,50.0,1002.0,40.0
20220917, TS, 16.4N,  61.6W,50.0,1002.0,30.0
20220917, TS, 16.3N,  62.6W,50.0,1000.0,30.0
20220917, TS, 16.4N,  63.3W,50.0,1000.0,30.0
20220917, TS, 16.5N,  64.0W,50.0,1002.0,20.0
20220918, TS, 16.5N,  64.7W,50.0,997.0,30.0
20220918, TS, 16.9N,  65.5W,55.0,994.0,30.0
20220918, HU, 17.2N,  66.2W,65.0,990.0,30.0
20220918, HU, 17.8N,  66.9W,75.0,986.0,25.0
20220918, HU, 18.0N,  67.1W,75.0,986.0,25.0
20220919, HU, 18.1N,  67.8W,75.0,984.0,15.0
20220919, HU, 18.2N,  68.4W,80.0,977.0,15.0
20220919, HU, 18.4N,  68.5W,80.0,976.0,15.0
20220919, HU, 18.8N,  68.9W,75.0,980.0,15.0
20220919, HU, 19.5N,  69.5W,85.0,972.0,15.0
20220920, HU, 20.2N,  70.1W,95.0,974.0,10.0
20220920, HU, 20.8N,  70.7W,100.0,967.0,10.0
20220920, HU, 21.4N,  71.1W,100.0,962.0,10.0
20220920, HU, 21.5N,  71.2W,100.0,961.0,10.0
20220920, HU, 22.3N,  71.7W,100.0,959.0,10.0
20220921, HU, 22.9N,  71.8W,110.0,951.0,15.0
20220921, HU, 23.5N,  71.8W,120.0,939.0,15.0
20220921, HU, 24.2N,  71.7W,115.0,937.0,15.0
20220921, HU, 25.1N,  71.6W,115.0,937.0,15.0
20220922, HU, 26.0N,  71.4W,115.0,934.0,15.0
20220922, HU, 26.9N,  71.1W,115.0,934.0,15.0
20220922, HU, 28.0N,  70.6W,115.0,936.0,20.0
20220922, HU, 29.5N,  70.0W,115.0,936.0,20.0
20220923, HU, 30.9N,  69.0W,115.0,931.0,20.0
20220923, HU, 32.5N,  67.5W,115.0,936.0,20.0
20220923, HU, 34.3N,  65.0W,115.0,935.0,25.0
20220923, HU, 37.8N,  61.7W,110.0,940.0,30.0
20220924, EX, 42.3N,  60.7W,100.0,932.0,90.0
20220924, EX, 45.0N,  61.2W,85.0,931.0,100.0
20220924, EX, 45.2N,  61.2W,85.0,931.0,100.0
20220924, EX, 46.8N,  61.2W,75.0,938.0,100.0
20220924, EX, 47.9N,  60.8W,65.0,952.0,100.0
20220925, EX, 48.8N,  59.8W,60.0,968.0,100.0
20220925, EX, 50.6N,  58.6W,50.0,972.0,60.0
20220925, EX, 51.3N,  58.3W,45.0,974.0,60.0
20220925, EX, 53.1N,  57.5W,45.0,981.0,60.0
20220925, EX, 55.5N,  58.0W,40.0,984.0,60.0
20220926, EX, 57.5N,  59.0W,35.0,985.0,60.0
20220926, EX, 58.5N,  59.0W,35.0,985.0,60.0
20220926, EX, 59.5N,  59.0W,35.0,986.0,60.0
20220926, EX, 60.5N,  58.5W,35.0,988.0,60.0
20220927, EX, 61.5N,  58.0W,35.0,994.0,60.0
20220927, EX, 62.5N,  57.0W,35.0,998.0,60.0
20220927, EX, 63.3N,  55.0W,35.0,1000.0,60.0
20220927, EX, 64.0N,  52.0W,25.0,1002.0,60.0
20220919, LO, 28.7N,  46.3W,25.0,1014.0,60.0
20220919, LO, 29.6N,  45.8W,25.0,1014.0,60.0
20220920, LO, 30.4N,  45.8W,25.0,1014.0,60.0
20220920, LO, 31.3N,  45.9W,25.0,1013.0,50.0
20220920, TD, 32.5N,  45.8W,30.0,1013.0,50.0
20220920, TS, 34.0N,  45.0W,35.0,1009.0,30.0
20220921, TS, 35.5N,  44.1W,45.0,1004.0,30.0
20220921, TS, 36.9N,  43.1W,55.0,999.0,25.0
20220921, TS, 37.9N,  42.0W,55.0,998.0,25.0
20220921, TS, 38.6N,  40.7W,55.0,998.0,25.0
20220922, TS, 39.4N,  38.6W,55.0,998.0,25.0
20220922, TS, 40.1N,  36.5W,55.0,998.0,25.0
20220922, TS, 40.7N,  34.8W,55.0,996.0,20.0
20220922, TS, 41.0N,  33.1W,55.0,994.0,20.0
20220923, TS, 41.1N,  31.5W,55.0,995.0,20.0
20220923, TS, 40.9N,  30.1W,55.0,995.0,20.0
20220923, TS, 40.5N,  29.2W,55.0,995.0,20.0
20220923, TS, 39.8N,  28.8W,50.0,997.0,20.0
20220924, TS, 39.1N,  29.2W,45.0,999.0,20.0
20220924, TS, 38.7N,  29.7W,45.0,1000.0,20.0
20220924, TS, 38.2N,  30.4W,40.0,1001.0,40.0
20220924, TS, 38.0N,  31.4W,45.0,998.0,50.0
20220925, TS, 38.4N,  32.7W,45.0,998.0,50.0
20220925, TS, 38.9N,  34.1W,45.0,999.0,50.0
20220925, TS, 39.4N,  35.7W,45.0,999.0,50.0
20220925, TS, 39.2N,  37.0W,40.0,1000.0,50.0
20220926, LO, 38.8N,  37.7W,35.0,1007.0,50.0
20220926, LO, 38.5N,  38.5W,35.0,1010.0,50.0
20220926, LO, 38.4N,  39.4W,30.0,1011.0,50.0
20220926, LO, 38.2N,  40.4W,30.0,1012.0,50.0
20220927, LO, 38.0N,  41.5W,30.0,1012.0,50.0
20220927, LO, 37.6N,  42.8W,30.0,1013.0,50.0
20220927, LO, 37.2N,  44.2W,25.0,1014.0,50.0
20220927, LO, 37.0N,  45.9W,25.0,1015.0,50.0
20220922, LO, 12.3N,  66.3W,30.0,1006.0,70.0
20220923, LO, 12.9N,  67.2W,30.0,1006.0,70.0
20220923, TD, 13.7N,  68.1W,30.0,1006.0,60.0
20220923, TD, 14.2N,  69.3W,30.0,1006.0,60.0
20220923, TD, 14.6N,  70.6W,30.0,1006.0,60.0
20220924, TS, 14.7N,  71.7W,35.0,1005.0,30.0
20220924, TS, 14.7N,  72.9W,35.0,1005.0,30.0
20220924, TS, 14.5N,  74.4W,40.0,1003.0,30.0
20220924, TS, 14.4N,  75.8W,40.0,1003.0,30.0
20220925, TS, 14.6N,  77.2W,40.0,1003.0,30.0
20220925, TS, 14.6N,  78.3W,40.0,1003.0,30.0
20220925, TS, 15.0N,  79.4W,40.0,1003.0,30.0
20220925, TS, 15.8N,  80.1W,40.0,1003.0,30.0
20220926, TS, 16.8N,  80.9W,50.0,991.0,30.0
20220926, HU, 17.7N,  81.7W,65.0,985.0,15.0
20220926, HU, 18.7N,  82.4W,70.0,981.0,15.0
20220926, HU, 19.7N,  83.0W,80.0,976.0,20.0
20220927, HU, 20.8N,  83.3W,85.0,965.0,20.0
20220927, HU, 21.8N,  83.6W,100.0,956.0,15.0
20220927, HU, 22.2N,  83.7W,110.0,947.0,15.0
20220927, HU, 22.6N,  83.6W,100.0,963.0,15.0
20220927, HU, 23.5N,  83.3W,105.0,951.0,15.0
20220928, HU, 24.4N,  83.0W,105.0,947.0,20.0
20220928, HU, 24.6N,  82.9W,110.0,952.0,20.0
20220928, HU, 25.2N,  82.9W,120.0,945.0,20.0
20220928, HU, 26.0N,  82.7W,140.0,937.0,20.0
20220928, HU, 26.6N,  82.4W,135.0,938.0,20.0
20220928, HU, 26.7N,  82.2W,130.0,941.0,20.0
20220928, HU, 26.8N,  82.0W,125.0,945.0,20.0
20220929, HU, 27.2N,  81.7W,100.0,960.0,20.0
20220929, HU, 27.7N,  81.1W,65.0,985.0,20.0
20220929, TS, 28.4N,  80.6W,60.0,987.0,40.0
20220929, HU, 28.9N,  80.1W,65.0,986.0,40.0
20220930, HU, 29.6N,  79.4W,70.0,986.0,40.0
20220930, HU, 30.3N,  79.1W,75.0,984.0,40.0
20220930, HU, 31.5N,  79.0W,75.0,980.0,40.0
20220930, HU, 33.3N,  79.2W,70.0,978.0,40.0
20220930, HU, 33.3N,  79.2W,70.0,978.0,40.0
20221001, EX, 34.4N,  79.3W,50.0,990.0,80.0
20221001, EX, 35.3N,  79.7W,30.0,999.0,180.0
20220923, LO, 16.6N,  19.4W,30.0,1005.0,60.0
20220923, TD, 17.4N,  19.9W,30.0,1004.0,50.0
20220923, TS, 18.1N,  20.3W,35.0,1003.0,40.0
20220924, TS, 18.7N,  20.7W,35.0,1003.0,40.0
20220924, TS, 19.4N,  20.9W,35.0,1004.0,40.0
20220924, TD, 20.3N,  20.9W,30.0,1005.0,50.0
20220924, TD, 21.4N,  20.7W,30.0,1006.0,60.0
20220925, LO, 22.4N,  20.5W,30.0,1006.0,70.0
20220925, LO, 23.1N,  20.3W,25.0,1007.0,80.0
20220925, LO, 23.7N,  20.1W,25.0,1007.0,80.0
20220925, LO, 24.1N,  19.8W,25.0,1008.0,90.0
20220926, LO, 24.6N,  19.4W,25.0,1008.0,100.0
20220926, LO, 13.8N,  35.8W,25.0,1009.0,60.0
20220927, LO, 13.6N,  35.4W,25.0,1009.0,60.0
20220927, LO, 13.6N,  35.0W,25.0,1009.0,60.0
20220927, LO, 13.8N,  34.7W,25.0,1009.0,60.0
20220927, LO, 14.1N,  34.5W,25.0,1009.0,60.0
20220928, TD, 14.5N,  34.3W,30.0,1008.0,60.0
20220928, TD, 15.1N,  34.2W,30.0,1008.0,60.0
20220928, TD, 15.7N,  34.3W,25.0,1009.0,60.0
20220928, TD, 16.2N,  34.7W,25.0,1009.0,60.0
20220929, TD, 16.7N,  35.2W,25.0,1009.0,60.0
20220929, TD, 17.5N,  36.0W,25.0,1009.0,60.0
20220929, LO, 18.3N,  36.9W,25.0,1009.0,80.0
20221004, TD, 13.6N,  29.5W,30.0,1007.0,40.0
20221004, TD, 14.2N,  30.2W,30.0,1007.0,40.0
20221005, TD, 14.6N,  30.5W,30.0,1007.0,50.0
20221005, TD, 15.0N,  30.9W,30.0,1007.0,60.0
20221005, TD, 15.3N,  31.5W,30.0,1007.0,60.0
20221005, TD, 16.0N,  31.9W,30.0,1007.0,60.0
20221006, TD, 17.0N,  32.1W,30.0,1007.0,60.0
20221006, TD, 17.7N,  32.8W,30.0,1007.0,60.0
20221006, TD, 18.1N,  33.9W,30.0,1008.0,60.0
20221006, TD, 18.7N,  35.0W,30.0,1009.0,60.0
20221006, DB, 11.4N,  66.5W,30.0,1006.0,70.0
20221006, DB, 11.6N,  67.8W,30.0,1005.0,70.0
20221007, TD, 11.9N,  69.2W,30.0,1004.0,70.0
20221007, TD, 12.0N,  69.8W,30.0,1004.0,70.0
20221007, TD, 12.1N,  70.6W,30.0,1004.0,70.0
20221007, TD, 12.2N,  71.2W,30.0,1004.0,70.0
20221007, TS, 12.5N,  72.1W,35.0,1002.0,60.0
20221007, TS, 12.8N,  73.8W,40.0,1002.0,50.0
20221008, TS, 12.8N,  75.5W,45.0,999.0,40.0
20221008, TS, 12.7N,  77.2W,50.0,999.0,40.0
20221008, TS, 12.7N,  78.9W,55.0,994.0,30.0
20221008, TS, 12.6N,  80.5W,60.0,993.0,30.0
20221009, HU, 12.5N,  82.0W,65.0,989.0,30.0
20221009, HU, 12.4N,  83.3W,75.0,982.0,25.0
20221009, HU, 12.4N,  83.6W,75.0,982.0,25.0
20221009, HU, 12.3N,  84.7W,65.0,985.0,25.0
20221009, TS, 12.3N,  86.2W,45.0,988.0,25.0
20221010, TS, 12.6N,  87.6W,40.0,993.0,30.0
20221010, TS, 13.1N,  88.8W,35.0,998.0,30.0
20221010, TS, 13.6N,  89.7W,35.0,1001.0,30.0
20221010, TD, 13.7N,  89.9W,30.0,1002.0,30.0
20221011, TD, 19.0N,  94.1W,30.0,1007.0,100.0
20221011, TS, 19.6N,  94.5W,35.0,1006.0,100.0
20221012, TS, 20.2N,  94.8W,35.0,1005.0,90.0
20221012, TS, 20.9N,  94.9W,35.0,1004.0,80.0
20221012, TS, 21.5N,  94.8W,40.0,1002.0,70.0
20221012, TS, 22.0N,  94.6W,50.0,1000.0,60.0
20221013, TS, 22.4N,  94.3W,50.0,1000.0,50.0
20221013, TS, 22.4N,  94.3W,45.0,1000.0,40.0
20221013, TS, 21.9N,  94.0W,45.0,1000.0,40.0
20221013, TS, 21.3N,  93.6W,40.0,999.0,50.0
20221014, TS, 20.9N,  93.0W,40.0,998.0,50.0
20221014, TS, 20.3N,  92.6W,35.0,997.0,50.0
20221014, TS, 19.8N,  92.6W,35.0,997.0,50.0
20221014, TS, 19.4N,  92.6W,35.0,999.0,40.0
20221015, LO, 19.0N,  92.7W,30.0,1004.0,40.0
20221015, LO, 18.7N,  92.9W,25.0,1007.0,40.0
20221015, LO, 18.5N,  93.3W,20.0,1009.0,40.0
20221015, LO, 18.4N,  94.0W,20.0,1010.0,40.0
20221030, LO, 15.7N,  73.3W,35.0,1005.0,70.0
20221031, LO, 15.7N,  74.4W,35.0,1005.0,70.0
20221031, LO, 15.6N,  75.5W,35.0,1005.0,70.0
20221031, TS, 15.5N,  76.7W,35.0,1003.0,70.0
20221031, TS, 15.5N,  77.8W,40.0,1002.0,70.0
20221101, TS, 15.6N,  78.8W,40.0,1002.0,50.0
20221101, TS, 15.9N,  79.9W,40.0,1003.0,35.0
20221101, TS, 16.2N,  81.2W,45.0,1002.0,15.0
20221101, TS, 16.5N,  82.5W,50.0,1001.0,15.0
20221102, TS, 16.7N,  84.1W,55.0,993.0,15.0
20221102, TS, 17.0N,  85.5W,60.0,992.0,10.0
20221102, HU, 17.1N,  86.7W,70.0,990.0,10.0
20221102, HU, 17.3N,  87.7W,75.0,988.0,15.0
20221102, HU, 17.4N,  88.3W,80.0,985.0,15.0
20221103, HU, 17.5N,  88.6W,65.0,990.0,15.0
20221103, TS, 17.7N,  89.6W,45.0,998.0,15.0
20221103, TD, 17.9N,  90.6W,30.0,1008.0,15.0
20221103, TD, 18.0N,  91.7W,30.0,1008.0,15.0
20221104, TD, 18.1N,  92.7W,30.0,1008.0,30.0
20221104, TD, 18.3N,  93.6W,30.0,1008.0,30.0
20221104, TD, 18.7N,  94.5W,25.0,1008.0,30.0
20221104, TD, 19.2N,  95.2W,25.0,1008.0,40.0
20221105, TD, 19.4N,  95.4W,25.0,1008.0,40.0
20221105, TD, 19.7N,  95.4W,25.0,1008.0,40.0
20221030, EX, 34.2N,  64.0W,40.0,1006.0,100.0
20221031, EX, 34.6N,  63.1W,45.0,1004.0,90.0
20221031, EX, 34.9N,  62.2W,45.0,1004.0,80.0
20221031, EX, 35.0N,  61.6W,40.0,1004.0,70.0
20221031, EX, 35.0N,  60.9W,40.0,1004.0,60.0
20221101, EX, 35.1N,  59.6W,35.0,1004.0,50.0
20221101, EX, 35.2N,  57.9W,35.0,1002.0,40.0
20221101, TS, 35.3N,  56.7W,40.0,998.0,30.0
20221101, TS, 35.3N,  55.4W,45.0,993.0,20.0
20221102, TS, 35.1N,  54.2W,50.0,991.0,20.0
20221102, TS, 35.0N,  53.0W,55.0,989.0,30.0
20221102, HU, 35.1N,  50.9W,65.0,983.0,30.0
20221102, HU, 36.1N,  48.9W,75.0,974.0,30.0
20221103, HU, 38.0N,  46.4W,75.0,970.0,30.0
20221103, HU, 40.3N,  43.6W,75.0,965.0,35.0
20221103, EX, 43.7N,  38.8W,75.0,960.0,35.0
20221103, EX, 49.0N,  35.3W,75.0,950.0,40.0
20221104, EX, 52.7N,  38.0W,70.0,947.0,50.0
20221104, EX, 54.7N,  37.7W,65.0,936.0,60.0
20221104, EX, 55.8N,  37.2W,60.0,932.0,60.0
20221104, EX, 56.5N,  36.5W,55.0,939.0,60.0
20221106, LO, 20.6N,  66.8W,30.0,1005.0,100.0
20221106, LO, 22.4N,  66.8W,35.0,1005.0,100.0
20221107, LO, 23.9N,  67.5W,35.0,1005.0,100.0
20221107, SS, 25.2N,  68.2W,40.0,1004.0,200.0
20221107, SS, 25.9N,  69.3W,40.0,1002.0,200.0
20221107, SS, 26.4N,  70.3W,40.0,1001.0,200.0
20221108, SS, 26.8N,  70.7W,40.0,998.0,200.0
20221108, SS, 27.5N,  71.2W,40.0,996.0,200.0
20221108, SS, 27.7N,  72.1W,45.0,993.0,80.0
20221108, TS, 27.6N,  73.3W,50.0,991.0,60.0
20221109, TS, 27.2N,  74.3W,60.0,984.0,60.0
20221109, TS, 26.8N,  75.3W,60.0,986.0,60.0
20221109, TS, 26.5N,  76.2W,55.0,985.0,20.0
20221109, TS, 26.5N,  77.1W,60.0,985.0,20.0
20221109, TS, 26.5N,  77.3W,60.0,985.0,20.0
20221109, HU, 26.6N,  78.2W,65.0,980.0,20.0
20221110, HU, 26.7N,  78.4W,65.0,980.0,20.0
20221110, HU, 27.3N,  79.8W,65.0,980.0,20.0
20221110, HU, 27.6N,  80.3W,65.0,980.0,20.0
20221110, TS, 28.0N,  81.6W,55.0,984.0,110.0
20221110, TS, 29.0N,  82.8W,40.0,989.0,70.0
20221110, TS, 29.2N,  83.0W,40.0,989.0,70.0
20221111, TS, 30.1N,  84.0W,35.0,992.0,70.0
20221111, TD, 31.2N,  84.6W,30.0,996.0,90.0
20221111, TD, 33.2N,  84.6W,25.0,999.0,250.0
20221111, LO, 35.4N,  83.8W,25.0,1000.0,400.0
20230115, EX, 36.4N,  71.3W,45.0,989.0,80.0
20230115, EX, 36.8N,  70.6W,45.0,986.0,70.0
20230115, EX, 37.2N,  69.7W,45.0,986.0,60.0
20230115, EX, 37.4N,  68.8W,45.0,983.0,50.0
20230116, EX, 37.5N,  68.3W,45.0,983.0,50.0
20230116, EX, 37.3N,  67.6W,50.0,982.0,40.0
20230116, SS, 37.1N,  66.1W,50.0,982.0,40.0
20230116, SS, 37.6N,  63.6W,55.0,980.0,30.0
20230117, SS, 39.8N,  61.6W,60.0,976.0,30.0
20230117, SS, 42.4N,  60.6W,55.0,977.0,30.0
20230117, SS, 45.5N,  60.0W,45.0,981.0,40.0
20230117, SS, 45.9N,  60.0W,45.0,983.0,40.0
20230117, LO, 48.4N,  60.2W,40.0,988.0,40.0
20230118, LO, 50.4N,  60.2W,35.0,991.0,40.0
20230118, LO, 51.4N,  60.2W,30.0,994.0,40.0
20230531, LO, 26.4N,  85.9W,20.0,1009.0,100.0
20230601, LO, 26.7N,  85.7W,20.0,1008.0,100.0
